op1	operation	op2	result	correct	dev	label	subject	Weight	Nested	Procedure
2	+	3	5	1	0	2 + 3 = 5	85	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	85	1		TrialProc
8	+	3	9	0	-2	8 + 3 = 9	85	1		TrialProc
5	+	6	11	1	0	5 + 6 = 11	85	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	85	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	85	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	85	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	85	1		TrialProc
5	+	8	12	0	-1	5 + 8 = 12	85	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	85	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	85	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	85	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	85	1		TrialProc
4	+	7	9	0	-2	4 + 7 = 9	85	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	85	1		TrialProc
3	-	9	-7	0	-1	3 - 9 = -7	85	1		TrialProc
4	-	7	-4	0	-1	4 - 7 = -4	85	1		TrialProc
4	+	7	11	1	0	4 + 7 = 11	85	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	85	1		TrialProc
8	-	4	3	0	-1	8 - 4 = 3	85	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	85	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	85	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	85	1		TrialProc
5	+	4	7	0	-2	5 + 4 = 7	85	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	85	1		TrialProc
6	-	4	1	0	-1	6 - 4 = 1	85	1		TrialProc
3	+	2	4	0	-1	3 + 2 = 4	85	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	85	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	85	1		TrialProc
8	-	9	-3	0	-2	8 - 9 = -3	85	1		TrialProc
9	+	6	14	0	-1	9 + 6 = 14	85	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	85	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	85	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	85	1		TrialProc
2	-	5	-3	1	0	2 - 5 = -3	85	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	85	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	85	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	85	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	85	1		TrialProc
3	-	5	-4	0	-2	3 - 5 = -4	85	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	85	1		TrialProc
3	+	2	4	0	-1	3 + 2 = 4	85	1		TrialProc
6	-	4	1	0	-1	6 - 4 = 1	85	1		TrialProc
8	+	7	13	0	-2	8 + 7 = 13	85	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	85	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	85	1		TrialProc
3	-	7	-5	0	-1	3 - 7 = -5	85	1		TrialProc
5	-	2	2	0	-1	5 - 2 = 2	85	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	85	1		TrialProc
2	+	2	4	1	0	2 + 2 = 4	85	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	85	1		TrialProc
3	+	5	7	0	-1	3 + 5 = 7	85	1		TrialProc
6	-	9	-4	0	-1	6 - 9 = -4	85	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	85	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	85	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	86	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	86	1		TrialProc
5	+	5	10	1	0	5 + 5 = 10	86	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	86	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	86	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	86	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	86	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	86	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	86	1		TrialProc
9	+	9	16	0	-2	9 + 9 = 16	86	1		TrialProc
5	-	8	-5	0	-2	5 - 8 = -5	86	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	86	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	86	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	86	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	86	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	86	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	86	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	86	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	86	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	86	1		TrialProc
5	+	6	10	0	-1	5 + 6 = 10	86	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	86	1		TrialProc
9	+	3	11	0	-1	9 + 3 = 11	86	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	86	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	86	1		TrialProc
9	+	6	14	0	-1	9 + 6 = 14	86	1		TrialProc
7	+	9	15	0	-1	7 + 9 = 15	86	1		TrialProc
9	-	5	2	0	-2	9 - 5 = 2	86	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	86	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	86	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	86	1		TrialProc
7	-	2	3	0	-2	7 - 2 = 3	86	1		TrialProc
9	-	5	2	0	-2	9 - 5 = 2	86	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	86	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	86	1		TrialProc
9	-	5	3	0	-1	9 - 5 = 3	86	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	86	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	86	1		TrialProc
4	-	3	-1	0	-2	4 - 3 = -1	86	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	86	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	86	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	86	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	86	1		TrialProc
3	-	9	-7	0	-1	3 - 9 = -7	86	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	86	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	86	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	86	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	86	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	86	1		TrialProc
5	+	5	9	0	-1	5 + 5 = 9	86	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	86	1		TrialProc
9	+	4	11	0	-2	9 + 4 = 11	86	1		TrialProc
7	+	4	10	0	-1	7 + 4 = 10	86	1		TrialProc
8	-	7	0	0	-1	8 - 7 = 0	86	1		TrialProc
6	-	3	3	1	0	6 - 3 = 3	86	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	86	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	86	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	86	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	86	1		TrialProc
2	-	3	-3	0	-2	2 - 3 = -3	86	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	87	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	87	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	87	1		TrialProc
2	+	5	5	0	-2	2 + 5 = 5	87	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	87	1		TrialProc
8	+	2	9	0	-1	8 + 2 = 9	87	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	87	1		TrialProc
8	-	2	5	0	-1	8 - 2 = 5	87	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	87	1		TrialProc
3	-	4	-1	1	0	3 - 4 = -1	87	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	87	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	87	1		TrialProc
4	+	7	11	1	0	4 + 7 = 11	87	1		TrialProc
7	-	9	-3	0	-1	7 - 9 = -3	87	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	87	1		TrialProc
5	+	6	9	0	-2	5 + 6 = 9	87	1		TrialProc
7	-	6	0	0	-1	7 - 6 = 0	87	1		TrialProc
3	-	5	-3	0	-1	3 - 5 = -3	87	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	87	1		TrialProc
7	+	8	13	0	-2	7 + 8 = 13	87	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	87	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	87	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	87	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	87	1		TrialProc
5	+	5	10	1	0	5 + 5 = 10	87	1		TrialProc
4	-	7	-3	1	0	4 - 7 = -3	87	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	87	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	87	1		TrialProc
8	-	9	-3	0	-2	8 - 9 = -3	87	1		TrialProc
4	-	8	-5	0	-1	4 - 8 = -5	87	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	87	1		TrialProc
8	+	2	8	0	-2	8 + 2 = 8	87	1		TrialProc
5	-	6	-3	0	-2	5 - 6 = -3	87	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	87	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	87	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	87	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	87	1		TrialProc
9	+	5	13	0	-1	9 + 5 = 13	87	1		TrialProc
6	-	8	-3	0	-1	6 - 8 = -3	87	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	87	1		TrialProc
3	-	9	-8	0	-2	3 - 9 = -8	87	1		TrialProc
8	+	2	8	0	-2	8 + 2 = 8	87	1		TrialProc
2	-	3	-3	0	-2	2 - 3 = -3	87	1		TrialProc
3	-	3	-1	0	-1	3 - 3 = -1	87	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	87	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	87	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	87	1		TrialProc
9	+	5	13	0	-1	9 + 5 = 13	87	1		TrialProc
2	+	6	7	0	-1	2 + 6 = 7	87	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	87	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	87	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	87	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	87	1		TrialProc
5	+	6	10	0	-1	5 + 6 = 10	87	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	87	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	87	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	87	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	87	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	87	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	87	1		TrialProc
5	+	5	10	1	0	5 + 5 = 10	88	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	88	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	88	1		TrialProc
8	+	7	14	0	-1	8 + 7 = 14	88	1		TrialProc
3	+	3	5	0	-1	3 + 3 = 5	88	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	88	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	88	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	88	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	88	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	88	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	88	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	88	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	88	1		TrialProc
6	+	3	9	1	0	6 + 3 = 9	88	1		TrialProc
8	-	3	3	0	-2	8 - 3 = 3	88	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	88	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	88	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	88	1		TrialProc
7	-	6	0	0	-1	7 - 6 = 0	88	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	88	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	88	1		TrialProc
9	-	7	1	0	-1	9 - 7 = 1	88	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	88	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	88	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	88	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	88	1		TrialProc
7	+	8	13	0	-2	7 + 8 = 13	88	1		TrialProc
3	+	8	9	0	-2	3 + 8 = 9	88	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	88	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	88	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	88	1		TrialProc
5	+	9	14	1	0	5 + 9 = 14	88	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	88	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	88	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	88	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	88	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	88	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	88	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	88	1		TrialProc
6	-	3	1	0	-2	6 - 3 = 1	88	1		TrialProc
3	+	9	11	0	-1	3 + 9 = 11	88	1		TrialProc
4	-	5	-3	0	-2	4 - 5 = -3	88	1		TrialProc
5	+	7	10	0	-2	5 + 7 = 10	88	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	88	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	88	1		TrialProc
7	-	7	-2	0	-2	7 - 7 = -2	88	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	88	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	88	1		TrialProc
9	-	5	2	0	-2	9 - 5 = 2	88	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	88	1		TrialProc
7	+	9	14	0	-2	7 + 9 = 14	88	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	88	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	88	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	88	1		TrialProc
6	+	7	12	0	-1	6 + 7 = 12	88	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	88	1		TrialProc
4	+	8	10	0	-2	4 + 8 = 10	88	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	88	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	88	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	88	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	89	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	89	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	89	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	89	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	89	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	89	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	89	1		TrialProc
9	+	7	15	0	-1	9 + 7 = 15	89	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	89	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	89	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	89	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	89	1		TrialProc
9	-	3	5	0	-1	9 - 3 = 5	89	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	89	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	89	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	89	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	89	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	89	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	89	1		TrialProc
2	+	6	7	0	-1	2 + 6 = 7	89	1		TrialProc
8	-	4	2	0	-2	8 - 4 = 2	89	1		TrialProc
6	-	3	3	1	0	6 - 3 = 3	89	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	89	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	89	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	89	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	89	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	89	1		TrialProc
4	-	7	-5	0	-2	4 - 7 = -5	89	1		TrialProc
9	-	6	2	0	-1	9 - 6 = 2	89	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	89	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	89	1		TrialProc
9	+	2	10	0	-1	9 + 2 = 10	89	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	89	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	89	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	89	1		TrialProc
7	+	6	11	0	-2	7 + 6 = 11	89	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	89	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	89	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	89	1		TrialProc
3	-	3	-2	0	-2	3 - 3 = -2	89	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	89	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	89	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	89	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	89	1		TrialProc
5	+	8	12	0	-1	5 + 8 = 12	89	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	89	1		TrialProc
7	-	3	2	0	-2	7 - 3 = 2	89	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	89	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	89	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	89	1		TrialProc
7	+	9	14	0	-2	7 + 9 = 14	89	1		TrialProc
4	+	2	5	0	-1	4 + 2 = 5	89	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	89	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	89	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	89	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	89	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	89	1		TrialProc
2	+	4	4	0	-2	2 + 4 = 4	89	1		TrialProc
9	-	7	1	0	-1	9 - 7 = 1	89	1		TrialProc
3	-	8	-7	0	-2	3 - 8 = -7	89	1		TrialProc
5	+	5	8	0	-2	5 + 5 = 8	90	1		TrialProc
8	+	2	9	0	-1	8 + 2 = 9	90	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	90	1		TrialProc
6	-	3	1	0	-2	6 - 3 = 1	90	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	90	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	90	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	90	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	90	1		TrialProc
4	-	4	-1	0	-1	4 - 4 = -1	90	1		TrialProc
5	-	8	-5	0	-2	5 - 8 = -5	90	1		TrialProc
6	+	9	13	0	-2	6 + 9 = 13	90	1		TrialProc
2	-	5	-5	0	-2	2 - 5 = -5	90	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	90	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	90	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	90	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	90	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	90	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	90	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	90	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	90	1		TrialProc
4	+	8	10	0	-2	4 + 8 = 10	90	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	90	1		TrialProc
2	-	3	-3	0	-2	2 - 3 = -3	90	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	90	1		TrialProc
2	+	6	6	0	-2	2 + 6 = 6	90	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	90	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	90	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	90	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	90	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	90	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	90	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	90	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	90	1		TrialProc
5	-	2	3	1	0	5 - 2 = 3	90	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	90	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	90	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	90	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	90	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	90	1		TrialProc
8	-	6	1	0	-1	8 - 6 = 1	90	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	90	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	90	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	90	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	90	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	90	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	90	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	90	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	90	1		TrialProc
4	-	5	-3	0	-2	4 - 5 = -3	90	1		TrialProc
4	+	6	8	0	-2	4 + 6 = 8	90	1		TrialProc
9	+	7	15	0	-1	9 + 7 = 15	90	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	90	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	90	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	90	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	90	1		TrialProc
8	-	6	1	0	-1	8 - 6 = 1	90	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	90	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	90	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	90	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	90	1		TrialProc
5	+	6	10	0	-1	5 + 6 = 10	91	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	91	1		TrialProc
2	-	9	-8	0	-1	2 - 9 = -8	91	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	91	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	91	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	91	1		TrialProc
9	-	5	2	0	-2	9 - 5 = 2	91	1		TrialProc
5	-	3	1	0	-1	5 - 3 = 1	91	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	91	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	91	1		TrialProc
9	+	8	16	0	-1	9 + 8 = 16	91	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	91	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	91	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	91	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	91	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	91	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	91	1		TrialProc
3	+	9	11	0	-1	3 + 9 = 11	91	1		TrialProc
8	-	2	5	0	-1	8 - 2 = 5	91	1		TrialProc
4	-	3	-1	0	-2	4 - 3 = -1	91	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	91	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	91	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	91	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	91	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	91	1		TrialProc
3	-	2	0	0	-1	3 - 2 = 0	91	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	91	1		TrialProc
5	+	9	14	1	0	5 + 9 = 14	91	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	91	1		TrialProc
7	+	6	11	0	-2	7 + 6 = 11	91	1		TrialProc
5	+	5	8	0	-2	5 + 5 = 8	91	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	91	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	91	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	91	1		TrialProc
2	-	9	-7	1	0	2 - 9 = -7	91	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	91	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	91	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	91	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	91	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	91	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	91	1		TrialProc
8	-	9	-2	0	-1	8 - 9 = -2	91	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	91	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	91	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	91	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	91	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	91	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	91	1		TrialProc
5	+	5	8	0	-2	5 + 5 = 8	91	1		TrialProc
3	+	5	6	0	-2	3 + 5 = 6	91	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	91	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	91	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	91	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	91	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	91	1		TrialProc
5	-	2	2	0	-1	5 - 2 = 2	91	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	91	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	91	1		TrialProc
5	+	5	9	0	-1	5 + 5 = 9	91	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	91	1		TrialProc
6	-	2	3	0	-1	6 - 2 = 3	92	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	92	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	92	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	92	1		TrialProc
7	+	7	13	0	-1	7 + 7 = 13	92	1		TrialProc
5	+	9	14	1	0	5 + 9 = 14	92	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	92	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	92	1		TrialProc
6	+	5	9	0	-2	6 + 5 = 9	92	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	92	1		TrialProc
5	-	6	-3	0	-2	5 - 6 = -3	92	1		TrialProc
